EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_ORIGEM_CONTINENTE;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;AEROPORTO_DE_DESTINO_CONTINENTE;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;PASSAGEIROS_GRATIS;CARGA_PAGA_KG;CARGA_GRATIS_KG;CORREIO_KG;ASK;RPK;ATK;RTK;COMBUSTIVEL_LITROS;DISTANCIA_VOADA_KM;DECOLAGENS;CARGA_PAGA_KM;CARGA_GRATIS_KM;CORREIO_KM;ASSENTOS;PAYLOAD;HORAS_VOADAS;BAGAGEM_KG
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;46251.0;1999.0;24099.0;0.0;0.0;23400576.0;16927866.0;2591184.0;1401066.0;1052300.0;162504.0;444.0;8820234.0;0.0;0.0;63936.0;7080468.0;444,15;335751.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;35305.0;2045.0;38405.0;0.0;0.0;19711296.0;12921630.0;2182664.0;1079396.0;886602.0;136884.0;374.0;14056230.0;0.0;0.0;53856.0;5964178.0;368,43;263406.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;39736.0;1524.0;28709.0;60.0;0.0;24823584.0;14543376.0;2113599.0;1200709.0;1010343.0;172386.0;471.0;10507494.0;21960.0;0.0;67824.0;5775508.0;528,85;272362.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;42690.0;1593.0;21836.0;369.0;0.0;24876288.0;15624540.0;1597686.0;1280948.0;925361.0;172752.0;472.0;7991976.0;135054.0;0.0;67968.0;4365889.0;511,82;276931.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23969.0;0.0;11806.0;100.0;0.0;16549056.0;8772654.0;2003384.0;667295.0;789510.0;114924.0;314.0;4320996.0;36600.0;0.0;45216.0;5474156.0;373,84;14157.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;34116.0;1576.0;14339.0;72.0;0.0;22241088.0;12486456.0;1914428.0;1023048.0;1031368.0;154452.0;422.0;5248074.0;26352.0;0.0;60768.0;5231339.0;640,56;222733.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2008;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;39113.0;2008.0;28428.0;0.0;0.0;21503232.0;14315358.0;1989689.0;1196204.0;997152.0;149328.0;408.0;10404648.0;0.0;0.0;58752.0;5436948.0;401,27;306961.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;51029.0;2240.0;124040.0;10860.0;633.0;36365760.0;18676614.0;4141380.0;1541184.0;1805119.0;252540.0;690.0;45398640.0;3974760.0;231678.0;99360.0;11316000.0;647,06;259973.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;53562.0;1745.0;115921.0;11662.0;670.0;34995456.0;19603692.0;3985328.0;1614956.0;1830752.0;243024.0;664.0;42427086.0;4268292.0;245220.0;95616.0;10889600.0;630,86;279595.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;65241.0;2103.0;131862.0;13534.0;886.0;36945504.0;23878206.0;4207402.0;1959523.0;1928703.0;256566.0;701.0;48261492.0;4953444.0;324276.0;100944.0;11496400.0;668,41;329043.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;64298.0;1814.0;133730.0;12156.0;505.0;35996832.0;23533068.0;4099366.0;1924768.0;1899680.0;249978.0;683.0;48945180.0;4449096.0;184830.0;98352.0;11201200.0;647,93;303325.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;68825.0;2137.0;110607.0;9800.0;736.0;37367136.0;25189950.0;4255418.0;2065282.0;1888008.0;259494.0;709.0;40482162.0;3586800.0;269376.0;102096.0;11627600.0;652,05;370594.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;68419.0;2155.0;117678.0;9292.0;547.0;38579328.0;25041354.0;4393464.0;2053395.0;1920855.0;267912.0;732.0;43070148.0;3400872.0;200202.0;105408.0;12004800.0;672,84;361739.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;68108.0;2277.0;108122.0;12724.0;65.0;39896928.0;24927528.0;4543514.0;2043473.0;1995783.0;277062.0;757.0;39572652.0;4656984.0;23790.0;109008.0;12414800.0;687,97;368012.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;67430.0;2837.0;108196.0;8635.0;599.0;40582080.0;24679380.0;4621540.0;2024542.0;2153581.0;281820.0;770.0;39599736.0;3160410.0;219234.0;110880.0;12628000.0;744,89;366487.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;62554.0;2506.0;99686.0;9688.0;615.0;38895552.0;22894764.0;4429476.0;1866799.0;1949120.0;270108.0;738.0;36485076.0;3545808.0;225090.0;106272.0;12103200.0;703,159;309664.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;71307.0;2939.0;103044.0;17782.0;546.0;41583456.0;26098362.0;4735578.0;2126803.0;2056223.0;288774.0;789.0;37714104.0;6508212.0;199836.0;113616.0;12939600.0;747,37;360406.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;67997.0;2495.0;95901.0;9488.0;599.0;39422592.0;24886902.0;4489496.0;2036413.0;1977226.0;273768.0;748.0;35099766.0;3472608.0;219234.0;107712.0;12267200.0;704,16;368692.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2008;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;64706.0;2530.0;104934.0;11638.0;569.0;37261728.0;23682396.0;4243414.0;1963885.0;1888151.0;258762.0;707.0;38405844.0;4259508.0;208254.0;101808.0;11594800.0;673,64;408293.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27482.0;1907.0;10210.0;0.0;0.0;21134304.0;10058412.0;888894.0;830544.0;980044.0;146766.0;401.0;3736860.0;0.0;0.0;57744.0;2429192.0;386,35;198451.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27755.0;1694.0;11460.0;0.0;0.0;19922112.0;10110018.0;892278.0;831156.0;923832.0;138348.0;378.0;4194360.0;0.0;0.0;54432.0;2438459.0;374,78;188857.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;49294.0;2881.0;19612.0;0.0;0.0;34503186.0;17085978.0;1558527.0;1387929.0;1578824.0;236436.0;646.0;6798816.0;0.0;0.0;94271.0;4259152.0;627,1;286784.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;59926.0;3921.0;0.0;0.0;0.0;38998032.0;21932916.0;1917596.0;1789607.0;1774344.0;265716.0;726.0;0.0;0.0;0.0;106552.0;5240300.0;705,4;396165.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;60020.0;3748.0;0.0;0.0;0.0;41229168.0;21967320.0;2671591.0;1782350.0;1886768.0;282552.0;772.0;0.0;0.0;0.0;112648.0;7300523.0;777,54;369375.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;56881.0;4260.0;0.0;0.0;0.0;40025760.0;20782212.0;2433233.0;1707963.0;1833000.0;274500.0;750.0;0.0;0.0;0.0;109360.0;6649260.0;749,14;409574.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;55248.0;4114.0;13039.0;14375.0;0.0;41246736.0;20220768.0;2577758.0;1680104.0;1306098.0;283284.0;774.0;4772274.0;5261250.0;0.0;112696.0;7044189.0;773,56;434850.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;57982.0;3866.0;11459.0;13757.0;0.0;43486656.0;21221412.0;4339596.0;1739524.0;1675123.0;299754.0;819.0;4193994.0;5035062.0;0.0;118816.0;11857908.0;832,641;393778.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;62335.0;3354.0;21792.0;11596.0;0.0;41114976.0;22814610.0;4190070.0;1876369.0;1801456.0;281454.0;769.0;7975872.0;4244136.0;0.0;112336.0;11449354.0;782,11;430795.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;57089.0;3329.0;20427.0;10831.0;0.0;26974200.0;20894574.0;4148957.0;1752293.0;1605879.0;263886.0;721.0;7476282.0;3964146.0;0.0;73700.0;11337075.0;735,2;486550.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;54561.0;3153.0;27678.0;8959.0;0.0;25839600.0;20002266.0;4064963.0;1645208.0;1549813.0;258396.0;706.0;10130148.0;3278994.0;0.0;70600.0;11107520.0;729,1;368810.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2009;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;68529.0;3356.0;28592.0;10608.0;0.0;36519114.0;25081614.0;4023534.0;2101728.0;1592451.0;256932.0;702.0;10464672.0;3882528.0;0.0;99779.0;10994279.0;745,82;575115.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;51153.0;2282.0;81930.0;7583.0;408.0;38315808.0;18721998.0;4363454.0;1543083.0;1937212.0;266082.0;727.0;29986380.0;2775378.0;149328.0;104688.0;11922800.0;697,46;298241.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;49114.0;2306.0;85922.0;10182.0;439.0;35364384.0;17938758.0;4027342.0;1478764.0;1798961.0;245586.0;671.0;31447452.0;3726612.0;160674.0;96624.0;11004400.0;633,97;279079.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;65683.0;2377.0;112428.0;8558.0;880.0;41688864.0;23989104.0;4747582.0;1953899.0;2083348.0;289506.0;791.0;41148648.0;3132228.0;322080.0;113904.0;12972400.0;734,42;311073.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;51764.0;2232.0;108274.0;7952.0;718.0;38368512.0;18910488.0;4369456.0;1559463.0;1943445.0;266448.0;728.0;39628284.0;2910432.0;262788.0;104832.0;11939200.0;680,5;278069.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;53627.0;2253.0;99165.0;11663.0;758.0;40898304.0;19627482.0;4657552.0;1611635.0;2085156.0;284016.0;776.0;36294390.0;4268658.0;277428.0;111744.0;12726400.0;738,18;282508.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;51830.0;2308.0;126493.0;9257.0;632.0;38895552.0;18969048.0;4429476.0;1573643.0;1950400.0;270108.0;738.0;46296438.0;3388062.0;231312.0;106272.0;12103200.0;700,89;286416.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;56125.0;2417.0;135923.0;3592.0;631.0;40740192.0;20541750.0;4639546.0;1703704.0;2029422.0;282918.0;773.0;49747818.0;1314672.0;230946.0;111312.0;12677200.0;733,9;310087.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;62892.0;2235.0;156411.0;1610.0;700.0;42110496.0;23018472.0;4795598.0;1907950.0;2131945.0;292434.0;799.0;57246426.0;589260.0;256200.0;115056.0;13103600.0;769,58;340072.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;70798.0;1900.0;135695.0;489.0;420.0;41109120.0;25912068.0;4681560.0;2130732.0;1944230.0;285480.0;780.0;49664370.0;178974.0;153720.0;112320.0;12792000.0;746,471;376771.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;73994.0;2203.0;123144.0;1753.0;2379.0;39686112.0;27081804.0;4519506.0;2227363.0;1978424.0;275598.0;753.0;45070704.0;641598.0;870714.0;108432.0;12349200.0;715,331;411652.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;66286.0;1577.0;141469.0;2261.0;705.0;38948256.0;24235422.0;4435478.0;1991832.0;1980372.0;270474.0;739.0;51777654.0;827526.0;258030.0;106416.0;12119600.0;705,83;335235.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2009;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;70785.0;2046.0;141513.0;4106.0;809.0;39317184.0;25907310.0;4477492.0;2176397.0;2115617.0;273036.0;746.0;51793758.0;1502796.0;296094.0;107424.0;12234400.0;747,03;496328.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;46627.0;2897.0;17942.0;10562.0;0.0;34952634.0;17051940.0;3807932.0;1427258.0;1478779.0;241560.0;660.0;6559452.0;3865692.0;0.0;95499.0;10405187.0;717,78;388756.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;51703.0;2649.0;20324.0;7752.0;0.0;34084848.0;18923298.0;3734638.0;1567843.0;1352047.0;234240.0;640.0;7438584.0;2837232.0;0.0;93128.0;10204938.0;667,1;386560.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;63078.0;3482.0;32237.0;13199.0;0.0;41257350.0;23061294.0;4519190.0;1880890.0;1630705.0;284382.0;777.0;11798742.0;4830834.0;0.0;112725.0;12348720.0;800,13;382972.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;57894.0;3508.0;21731.0;11303.0;0.0;35772108.0;21189204.0;3908622.0;1765037.0;1442087.0;246318.0;673.0;7953546.0;4136898.0;0.0;97738.0;10680327.0;684,82;459665.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;61685.0;3746.0;20936.0;11112.0;0.0;41065932.0;22576710.0;4473730.0;1859258.0;1637103.0;280356.0;766.0;7662576.0;4066992.0;0.0;112202.0;12224467.0;803,09;433664.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;55575.0;3336.0;22038.0;11441.0;0.0;48549534.0;20340450.0;5163463.0;1674373.0;1698154.0;272304.0;744.0;8065908.0;4187406.0;0.0;132649.0;14109197.0;743,84;385644.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;58406.0;3603.0;22686.0;9505.0;0.0;50487870.0;21376596.0;5350480.0;1759747.0;1693975.0;272670.0;745.0;8303076.0;3478830.0;0.0;137945.0;14620239.0;754,24;405900.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;64283.0;3733.0;18926.0;13658.0;0.0;48622734.0;23527578.0;5155737.0;1935092.0;1614074.0;263154.0;719.0;6926916.0;4998828.0;0.0;132849.0;14088094.0;734,42;447947.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2010;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;69662.0;3701.0;20448.0;10754.0;0.0;50469204.0;25496292.0;5347899.0;2095769.0;1682494.0;272304.0;744.0;7483968.0;3935964.0;0.0;137894.0;14613191.0;766,549;482073.0
