EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_ORIGEM_CONTINENTE;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;AEROPORTO_DE_DESTINO_CONTINENTE;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;PASSAGEIROS_GRATIS;CARGA_PAGA_KG;CARGA_GRATIS_KG;CORREIO_KG;ASK;RPK;ATK;RTK;COMBUSTIVEL_LITROS;DISTANCIA_VOADA_KM;DECOLAGENS;CARGA_PAGA_KM;CARGA_GRATIS_KM;CORREIO_KM;ASSENTOS;PAYLOAD;HORAS_VOADAS;BAGAGEM_KG
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10744.0;367.0;16089.0;5201.0;0.0;9510876.0;3932304.0;1169370.0;325789.0;220161.0;77958.0;213.0;5888574.0;1903566.0;0.0;25986.0;3195000.0;174,52;68536.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11053.0;298.0;13456.0;4200.0;0.0;10180656.0;4045398.0;1251720.0;329578.0;232940.0;83448.0;228.0;4924896.0;1537200.0;0.0;27816.0;3420000.0;184,65;58361.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13279.0;392.0;16469.0;10818.0;0.0;10220184.0;4860114.0;1255929.0;401137.0;239182.0;83814.0;229.0;6027654.0;3959388.0;0.0;27924.0;3431500.0;188,96;83942.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12982.0;440.0;22368.0;9723.0;0.0;10269960.0;4751412.0;1262700.0;393432.0;235456.0;84180.0;230.0;8186688.0;3558618.0;0.0;28060.0;3450000.0;186,65;79250.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17699.0;331.0;24328.0;12146.0;0.0;10984392.0;6477834.0;1350540.0;532861.0;248012.0;90036.0;246.0;8904048.0;4445436.0;0.0;30012.0;3690000.0;196,6;104493.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17408.0;324.0;18793.0;10537.0;0.0;10091352.0;6371328.0;1240740.0;524084.0;230684.0;82716.0;226.0;6878238.0;3856542.0;0.0;27572.0;3390000.0;182,86;107842.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17882.0;375.0;25294.0;12246.0;0.0;10761132.0;6544812.0;1323090.0;543869.0;585214.0;88206.0;241.0;9257604.0;4482036.0;0.0;29402.0;3615000.0;195,31;119860.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;15078.0;226.0;17396.0;6027.0;0.0;10359264.0;5518548.0;1273680.0;450105.0;556904.0;84912.0;232.0;6366936.0;2205882.0;0.0;28304.0;3480000.0;186,42;81881.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13036.0;260.0;14909.0;9192.0;0.0;8930400.0;4771176.0;1098000.0;391670.0;476760.0;73200.0;200.0;5456694.0;3364272.0;0.0;24400.0;3000000.0;161,7;77800.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13733.0;467.0;21965.0;5179.0;0.0;9823440.0;5026278.0;1207800.0;413010.0;504189.0;80520.0;220.0;8039190.0;1895514.0;0.0;26840.0;3300000.0;173,43;76795.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12884.0;392.0;35182.0;3745.0;0.0;9153660.0;4715544.0;1125450.0;393016.0;489953.0;75030.0;205.0;12876612.0;1370670.0;0.0;25010.0;3075000.0;164,64;72598.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2000;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;41539.0;1436.0;129234.0;11558.0;0.0;32953176.0;15203274.0;4051620.0;1286293.0;1807502.0;270108.0;738.0;47299644.0;4230228.0;0.0;90036.0;11070000.0;601,21;270806.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;32749.0;1361.0;90813.0;5750.0;0.0;29425668.0;11986134.0;3617910.0;1002206.0;1446482.0;241194.0;659.0;33237558.0;2104500.0;0.0;80398.0;9885000.0;540,63;192198.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;31785.0;987.0;117996.0;8780.0;0.0;27728892.0;11633310.0;3409290.0;983563.0;1532214.0;227286.0;621.0;43186536.0;3213480.0;0.0;75762.0;9315000.0;515,31;186324.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;38663.0;911.0;139077.0;12109.0;0.0;33846216.0;14150658.0;4161420.0;1184982.0;1863732.0;277428.0;758.0;50902182.0;4431894.0;0.0;92476.0;11370000.0;626,65;199920.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;47453.0;1062.0;117361.0;9187.0;0.0;33533652.0;17367798.0;4122990.0;1442763.0;1693595.0;274866.0;751.0;42954126.0;3362442.0;0.0;91622.0;11265000.0;610,96;266651.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;45732.0;790.0;126463.0;20010.0;0.0;35498340.0;16737912.0;4771590.0;1385927.0;1941047.0;290970.0;795.0;46285458.0;7323660.0;0.0;96990.0;13038000.0;655,58;231404.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;41610.0;826.0;124027.0;8197.0;0.0;31831752.0;15229260.0;4277303.0;1269614.0;1740221.0;260958.0;713.0;45393882.0;3000102.0;0.0;86972.0;11687400.0;588,4;225092.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;40658.0;1249.0;135676.0;13521.0;0.0;35051820.0;14880828.0;4711570.0;1255286.0;1840386.0;287310.0;785.0;49657416.0;4948686.0;0.0;95770.0;12874000.0;623,49;245808.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;47548.0;1083.0;173821.0;23106.0;0.0;37329072.0;17402568.0;5017672.0;1458093.0;1994003.0;305976.0;836.0;63618486.0;8456796.0;0.0;101992.0;13710400.0;672,549;245043.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;41679.0;1290.0;213960.0;19477.0;0.0;31881528.0;15254514.0;4285428.0;1313841.0;1713562.0;261324.0;714.0;78309360.0;7128582.0;0.0;87108.0;11709600.0;574,58;250833.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;39242.0;1231.0;229192.0;20798.0;0.0;29465196.0;14365500.0;3959197.0;1246040.0;1541975.0;241560.0;660.0;83884272.0;7612068.0;0.0;80506.0;10818200.0;539,73;232381.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;37002.0;1254.0;119558.0;21366.0;0.0;25044648.0;13542732.0;3364999.0;1144300.0;1401525.0;205326.0;561.0;43758228.0;7819956.0;0.0;68428.0;9194600.0;460,4;232551.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2001;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;35280.0;1494.0;160281.0;11627.0;0.0;23174388.0;12912480.0;3115038.0;1119405.0;1259470.0;189954.0;519.0;58662846.0;4255482.0;0.0;63318.0;8511600.0;432,56;252894.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;84.0;0.0;0.0;0.0;0.0;105408.0;41358.0;11672.0;3564.0;4731.0;732.0;2.0;0.0;0.0;0.0;288.0;31894.0;1,66;834.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;307.0;7.0;410.0;0.0;0.0;210816.0;119682.0;23344.0;10403.0;9452.0;1464.0;4.0;150060.0;0.0;0.0;576.0;63788.0;3,32;3214.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;287.0;6.0;1917.0;0.0;0.0;158112.0;94428.0;17508.0;7931.0;54200.0;1098.0;3.0;47580.0;0.0;0.0;432.0;47841.0;2,49;2209.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;9.0;0.0;15.0;0.0;0.0;;;;;;;;;;;;;;16.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;0.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;801.0;0.0;0.0;0.0;0.0;1212192.0;649284.0;134228.0;54625.0;54540.0;8418.0;23.0;476532.0;0.0;21960.0;3312.0;366781.0;19,09;5695.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;807.0;7.0;1117.0;0.0;0.0;1423008.0;719556.0;157572.0;63320.0;63982.0;9882.0;27.0;1205604.0;0.0;0.0;3888.0;430569.0;22,41;7370.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2000.0;1.0;899.0;0.0;0.0;2477088.0;1301130.0;274292.0;110701.0;111329.0;17202.0;47.0;1492548.0;0.0;0.0;6768.0;749509.0;39,01;14482.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2218.0;0.0;1575.0;0.0;0.0;2635200.0;1462170.0;291800.0;124525.0;118660.0;18300.0;50.0;2626416.0;0.0;0.0;7200.0;797350.0;41,5;14977.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1274.0;0.0;1965.0;0.0;0.0;1686528.0;868884.0;186752.0;75440.0;75882.0;11712.0;32.0;3065616.0;0.0;0.0;4608.0;510304.0;26,56;9191.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1259.0;5.0;944.0;0.0;0.0;1317600.0;717360.0;145900.0;63811.0;59187.0;9150.0;25.0;3059394.0;0.0;0.0;3600.0;398675.0;20,75;9941.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2002;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1659.0;0.0;2591.0;0.0;0.0;1370304.0;970632.0;151736.0;85574.0;61598.0;9516.0;26.0;3523848.0;0.0;0.0;3744.0;414622.0;21,58;12210.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;28647.0;1781.0;117729.0;11476.0;0.0;22817172.0;10484802.0;3067022.0;901646.0;1222377.0;187026.0;511.0;43088814.0;4200216.0;0.0;62342.0;8380400.0;426,86;197937.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25911.0;3323.0;135418.0;8319.0;0.0;23978124.0;9483426.0;3223074.0;833319.0;1306957.0;196542.0;537.0;49562988.0;3044754.0;0.0;65514.0;8806800.0;439,53;198832.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;31809.0;3284.0;121731.0;10331.0;0.0;32283396.0;11642094.0;4339446.0;986480.0;1826481.0;264618.0;723.0;44553546.0;3781146.0;0.0;88206.0;11857200.0;621,8;188880.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;47348.0;3523.0;105844.0;10613.0;0.0;34382040.0;17329368.0;4621540.0;1434165.0;1804704.0;281820.0;770.0;38738904.0;3884358.0;0.0;93940.0;12628000.0;645,45;262589.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;46803.0;3471.0;100375.0;9665.0;0.0;34069476.0;17129898.0;4579526.0;1426194.0;1867626.0;279258.0;763.0;36737250.0;3537390.0;0.0;93086.0;12513200.0;647,72;287122.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;37894.0;1260.0;81614.0;8009.0;0.0;28519452.0;13869204.0;3787262.0;1155890.0;1504158.0;230946.0;631.0;29870724.0;2931294.0;0.0;77922.0;10348400.0;516,14;235355.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;7;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;36612.0;1086.0;97162.0;10832.0;0.0;33155208.0;13399992.0;4375458.0;1129129.0;1760759.0;266814.0;729.0;35561292.0;3964512.0;0.0;90588.0;11955600.0;600,93;243013.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;37569.0;1333.0;187892.0;14713.0;0.0;32829468.0;13750254.0;4345448.0;1179133.0;1778558.0;264984.0;724.0;68768472.0;5384958.0;0.0;89698.0;11873600.0;613,31;217084.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;9;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30778.0;1159.0;104891.0;7858.0;0.0;28032672.0;11264748.0;3697232.0;949501.0;1434625.0;225456.0;616.0;38390106.0;2876028.0;0.0;76592.0;10102400.0;508,9;181878.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;10;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29767.0;1376.0;86990.0;8005.0;0.0;25681488.0;10894722.0;3385128.0;907886.0;1332692.0;206424.0;564.0;31838340.0;2929830.0;0.0;70168.0;9249600.0;466,48;161808.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;11;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29145.0;1422.0;110092.0;9515.0;0.0;26165340.0;10667070.0;3421140.0;904270.0;1403294.0;208620.0;570.0;40293672.0;3482490.0;0.0;71490.0;9348000.0;478,49;175499.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2002;12;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;27482.0;1194.0;126219.0;14284.0;523.0;24342660.0;10058412.0;3151050.0;868498.0;1251776.0;192150.0;525.0;46196154.0;5227944.0;191418.0;66510.0;8610000.0;439,47;185766.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2003;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17800.0;22.0;10053.0;0.0;0.0;14862528.0;6766242.0;1645752.0;562418.0;582827.0;103212.0;282.0;3963048.0;0.0;0.0;40608.0;4497054.0;185,23;129024.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2003;2;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;22150.0;12.0;11012.0;90.0;0.0;15178752.0;8268672.0;1680768.0;676909.0;649039.0;105408.0;288.0;4136532.0;32940.0;0.0;41472.0;4592736.0;191,77;138615.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2003;3;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25685.0;28.0;18318.0;30.0;0.0;15705792.0;9633486.0;1739128.0;789741.0;676680.0;109068.0;298.0;6877872.0;10980.0;0.0;42912.0;4752206.0;199,7;158003.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2003;4;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30279.0;13.0;11669.0;0.0;0.0;15653088.0;11397240.0;1733292.0;931981.0;649759.0;108702.0;297.0;4755072.0;0.0;0.0;42768.0;4736259.0;193,79;188635.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2003;5;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29928.0;31.0;6274.0;927.0;0.0;17023392.0;11221560.0;1885028.0;915220.0;712522.0;118218.0;323.0;3249714.0;339282.0;0.0;46512.0;5150881.0;209,65;184404.0
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);BRASILEIRA;2003;6;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;32163.0;30.0;7731.0;230.0;0.0;18182880.0;12158520.0;2013420.0;997788.0;756456.0;126270.0;345.0;4436652.0;84180.0;0.0;49680.0;5501715.0;221,95;209438.0
